uid;date_match;joueurA;joueurB;surf;tournoi;coteA;coteB;probA_modele;probB_modele;evA_pct;evB_pct;marge;zones;psA;psB;mxA;mxB;avA;avB;clv_ps_pct;clv_avg_pct;score_confiance;injury;opp_streak;tourn_spec;elo_a;elo_b;srv_a;srv_b;ret_a;ret_b;trend_elo_a;trend_elo_b;rank_a;rank_b;forme_surf_a;forme_surf_b;forme_5A;forme_5B;clv_closing_60;clv_closing_15;anomalie;resultat;src_resultat
wta_nottingham_r16p11_vs_r16p12;2026-06-17;R16P11;R16P12;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atp_halle_lorenzo_sonego_vs_nikoloz_basilashvili;2026-06-14;Lorenzo Sonego;Nikoloz Basilashvili;Grass;ATP Halle;1.636;2.32;;;0.00;0.00;4.23;aucune;1.636;2.32;1.636;2.35;1.582;2.313333333333333;0.00;3.41;25;;;;1661.4;1633.3;65.9;63.4;34.7;33.1;-57.6;24.1;66;118;;;;;0.94;3.68;;;
atp_halle_raphael_collignon_vs_roberto_bautista_agut;2026-06-14;Raphael Collignon;Roberto Bautista Agut;Grass;ATP Halle;1.49;2.69;;;0.00;0.00;4.29;aucune;1.49;2.69;1.49;2.85;1.46;2.645;0.00;2.05;39;;;;1647.5;1698;63.9;63.6;34.9;34.1;50.6;-56.7;51;116;;;;;0.00;0.00;;;
atp_halle_martin_landaluce_vs_tom_gentzsch;2026-06-14;Martin Landaluce;Tom Gentzsch;Grass;ATP Halle;1.277;3.83;;;0.00;0.00;4.42;aucune;1.277;3.83;1.277;3.83;1.2617500000000001;3.67;0.00;1.21;49;;;;1669.1;1484.2;64.2;;32.7;;157.8;;58;;;;;;0.23;-5.04;;;
atp_halle_alex_bolt_vs_mattia_bellucci;2026-06-14;Mattia Bellucci;Alex Bolt;Grass;ATP Halle;1.518;2.6;;;0.00;0.00;4.34;aucune;1.518;2.6;1.518;2.65;1.4845;2.5575;0.00;2.26;25;;;;1624;1583.6;61.2;63.1;34.9;30.9;-8.6;14.1;78;157;;;;;-6.80;-9.81;;;
atp_halle_felix_auger-aliassime_vs_nuno_borges;2026-06-15;Felix Auger-Aliassime;Nuno Borges;Grass;ATP Halle;1.4;2.9;;;0.00;0.00;5.91;aucune;;;1.4;2.9;;;;;5;;;;;1598.5;;64.7;;34.5;;3.9;;50;;;;;0.08;0.08;;;
atp_halle_learner_tien_vs_max_schoenhaus;2026-06-15;Learner Tien;Max Schoenhaus;Grass;ATP Halle;1.13;5.6;;;0.00;0.00;6.35;aucune;;;1.13;5.6;;;;;39;;;;1698.9;1356.5;64.2;64.1;37.2;27.5;-20.3;-8.6;19;332;;;;;0.17;0.17;;;
atp_halle_sho_shimabukuro_vs_tallon_griekspoor;2026-06-15;Tallon Griekspoor;Sho Shimabukuro;Grass;ATP Halle;1.61;2.28;;;0.00;0.00;5.97;aucune;;;1.61;2.28;;;;;39;;;;1768.7;1565.6;65.4;67.6;32.5;31.5;-94.2;;41;104;;;;;;;;;
atp_halle_flavio_cobolli_vs_frances_tiafoe;2026-06-15;Frances Tiafoe;Flavio Cobolli;Grass;ATP Halle;1.78;2.01;;;0.00;0.00;5.93;aucune;;;1.78;2.01;;;;;14;;;;1739.1;1752.2;65.6;63.6;35.1;36.4;12.4;84.7;26;10;;;;;1.38;1.38;;;
atp_halle_daniil_medvedev_vs_tomas_martin_etcheverry;2026-06-15;Daniil Medvedev;Tomas Martin Etcheverry;Grass;ATP Halle;1.25;3.85;;;0.00;0.00;5.97;aucune;;;1.25;3.85;;;;;39;;;;1883;1604;66.2;65.8;39.8;35.5;-66.0;-2.5;8;30;;;;;;;;;
atp_halle_andrey_rublev_vs_hubert_hurkacz;2026-06-15;Andrey Rublev;Hubert Hurkacz;Grass;ATP Halle;1.69;2.13;;;0.00;0.00;6.12;aucune;;;1.69;2.13;;;;;30;;;;1801.8;1720.9;66.8;69;36.8;32.9;29.2;-27.2;13;96;;;;;;;;;
atp_halle_taylor_fritz_vs_zizou_bergs;2026-06-15;Taylor Fritz;Zizou Bergs;Grass;ATP Halle;1.27;3.65;;;0.00;0.00;6.14;aucune;;;1.27;3.65;;;;;30;;;;1809.3;1655.8;70.7;63;34.4;35.5;-48.7;-28.4;9;40;;;;;;;;;
atp_halle_fabian_marozsan_vs_miomir_kecmanovic;2026-06-15;Miomir Kecmanovic;Fabian Marozsan;Grass;ATP Halle;1.78;2;;;0.00;0.00;6.18;aucune;;;1.78;2;;;;;14;;;;1651.1;1591.3;64.2;64.1;35.9;35.7;-35.6;-38.2;49;61;;;;;;;;;
atp_halle_ethan_quinn_vs_karen_khachanov;2026-06-15;Karen Khachanov;Ethan Quinn;Grass;ATP Halle;1.34;3.2;;;0.00;0.00;5.88;aucune;;;1.34;3.2;;;;;21;;;;1752.8;1645.6;67.3;64.3;35.7;33.4;-31.2;-19.4;15;67;;;;;;;;;
atp_halle_ben_shelton_vs_nick_kyrgios;2026-06-15;Ben Shelton;Nick Kyrgios;Grass;ATP Halle;1.45;2.7;;;0.00;0.00;6.00;aucune;;;1.45;2.7;;;;;23;;;;1792.2;1667.3;70.1;;32.9;;-93.4;;5;835;;;;;;;;;
atp_halle_joao_fonseca_vs_yannick_hanfmann;2026-06-15;Joao Fonseca;Yannick Hanfmann;Grass;ATP Halle;1.39;2.9;;;0.00;0.00;6.43;aucune;;;1.39;2.9;;;;;28;;;;1696.2;1646.1;66.8;66.3;36;35.8;55.4;-54.9;25;59;;;;;;;;;
atp_halle_alexander_zverev_vs_vit_kopriva;2026-06-15;Alexander Zverev;Vit Kopriva;Grass;ATP Halle;1.05;9.2;;;0.00;0.00;6.11;aucune;;;1.05;9.2;;;;;52;;;;1894.3;1606.4;69.3;60.9;36.6;37.7;60.8;56.4;3;65;;;;;;;;;
atp_london_martin_damm_jr_vs_zachary_svajda;2026-06-14;Zachary Svajda;Martin Damm Jr;Hard;ATP London;1.826;2.02;;;0.00;0.00;4.27;aucune;1.826;2.02;1.826;2.02;1.808;2;0.00;1.00;54;;;;1692.7;1500.0;63.4;;32.1;;43.8;;62;2071;0V1D;;;;6.63;6.63;;;
atp_london_aleksandar_vukic_vs_harry_wendelken;2026-06-14;Aleksandar Vukic;Harry Wendelken;Hard;ATP London;1.621;2.34;;;0.00;0.00;4.43;aucune;1.621;2.34;1.621;2.34;;;0.00;;33;;;;1591.2;1562.1;62.2;;31.9;;-37.6;;100;;0V1D;;;;2.58;2.58;;;
atp_london_aleksandar_kovacevic_vs_giovanni_mpetshi_perricard;2026-06-14;Giovanni Mpetshi Perricard;Aleksandar Kovacevic;Hard;ATP London;1.543;2.53;;;0.00;0.00;4.33;aucune;1.543;2.53;1.543;2.53;;;0.00;;48;;;;1668.9;1599.9;70.3;66.4;26.5;30.3;-22.8;-0.6;93;69;0V1D;0V1D;;;-1.62;-1.24;;;
atp_london_marcos_giron_vs_rinky_hijikata;2026-06-14;Marcos Giron;Rinky Hijikata;Hard;ATP London;1.787;2.07;;;0.00;0.00;4.27;aucune;1.787;2.07;1.787;2.07;;;0.00;;48;;;;1731.9;1661.4;63.9;63.1;35.6;34.8;-73.5;-14.4;88;106;0V1D;;;;4.87;3.96;;;
atp_london_jaume_munar_vs_tommy_paul;2026-06-15;Tommy Paul;Jaume Munar;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1866;1757.1;67.1;64.7;37.5;38.2;10.2;-49.5;28;44;3V1D;;;;-0.08;-0.08;;;
atp_london_alexander_blockx_vs_francisco_cerundolo;2026-06-15;Alexander Blockx;Francisco Cerundolo;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1789.8;1869;68.1;61.6;34.9;40.1;174.9;8.7;37;27;;3V1D;;;0.72;0.72;;;
atp_london_jiri_lehecka_vs_kamil_majchrzak;2026-06-15;Kamil Majchrzak;Jiri Lehecka;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1719.9;1894.8;63.5;67.9;36.3;34.8;-21.6;43.6;76;12;2V1D;4V1D;;;0.75;0.75;;0;oddspapi
atp_london_marin_cilic_vs_ugo_humbert;2026-06-15;Ugo Humbert;Marin Cilic;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1835.3;1766.8;66.8;66.7;34.2;32.9;-24.6;-13.1;33;47;2V1D;2V1D;;;-1.92;-1.92;;1;oddspapi
atp_london_arthur_rinderknech_vs_hamad_medjedovic;2026-06-15;Arthur Rinderknech;Hamad Medjedovic;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1758;1744.2;67.1;64.3;31.9;34.2;-24.6;50.9;24;68;0V1D;;;;-0.38;-0.38;;0;oddspapi
atp_london_alejandro_davidovich_fokina_vs_cameron_norrie;2026-06-15;Cameron Norrie;Alejandro Davidovich Fokina;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1805.4;1835.6;64.8;65.2;36;37.1;-50.5;-42.8;29;22;0V1D;0V1D;;;0.47;0.47;;0;oddspapi
atp_london_arthur_fery_vs_toby_samuel;2026-06-15;Arthur Fery;Toby Samuel;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;4;;;;1659.6;1696.1;59.8;;36.8;;-7.8;-4.3;141;150;0V1D;;;;-0.83;-0.83;;1;oddspapi
atp_london_adrian_mannarino_vs_jakub_mensik;2026-06-15;Jakub Mensik;Adrian Mannarino;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1883.4;1638.7;66;64.4;36.4;35.1;24.6;-97.1;17;46;1V1D;1V1D;;;-1.36;-1.36;;0;oddspapi
atp_london_ignacio_buse_vs_rafael_jodar;2026-06-15;Ignacio Buse;Rafael Jodar;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1616.6;1865;63.3;63.9;34.4;39.8;78.4;252.6;35;23;0V1D;2V1D;;;-1.25;-1.25;;;
atp_london_brandon_nakashima_vs_marton_fucsovics;2026-06-15;Brandon Nakashima;Marton Fucsovics;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1769.7;1723.8;67.9;63.9;34;37.7;-35.9;-61.0;32;75;0V1D;1V1D;;;-0.38;-0.38;;1;oddspapi
atp_london_denis_shapovalov_vs_jack_pinnington_jones;2026-06-15;Jack Pinnington Jones;Denis Shapovalov;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1563.9;1787.1;62.2;62.5;32.1;38;-14.4;-86.8;133;42;;0V1D;;;-0.41;-0.41;;;
atp_london_alex_de_minaur_vs_gabriel_diallo;2026-06-15;Alex de Minaur;Gabriel Diallo;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1939;1685.9;65.8;65.5;39.6;33.6;-81.0;-58.4;6;54;0V1D;1V1D;;;0.17;0.17;;1;oddspapi
atp_s-hertogenbosch_alex_de_minaur_vs_kamil_majchrzak;2026-06-14;Alex de Minaur;Kamil Majchrzak;Grass;ATP S-Hertogenbosch;1.265;4.18;;;0.00;0.00;2.97;aucune;1.265;4.18;1.265;4.18;1.2475;4.14;0.00;1.40;50;;;;1819.9;1666.7;65.8;63.5;39.6;36.3;-81.0;-21.6;6;76;;;;;-5.68;-6.18;;;
atp_stuttgart_ben_shelton_vs_taylor_fritz;2026-06-14;Taylor Fritz;Ben Shelton;Grass;ATP Stuttgart;1.925;1.961;;;0.00;0.00;2.94;aucune;1.925;1.961;1.93;1.961;1.915;1.907;0.00;0.52;30;;;;1809.3;1792.2;70.7;70.1;34.4;32.9;-48.7;-93.4;9;5;;;;;4.71;4.71;;;
berlin_diane_parry_vs_ella_seidel;2026-06-14;Diane Parry;Ella Seidel;Hard;Berlin;1.571;2.49;;;0.00;0.00;3.81;aucune;1.571;2.49;1.64;2.49;1.58025;2.3175;0.00;-0.59;33;;;;1613.2;1632.4;59.1;55.7;41.9;39.3;38.6;-58.7;55;95;;0V1D;;;2.22;2.22;;;
berlin_dalma_galfi_vs_suzan_lamens;2026-06-14;Dalma Galfi;Suzan Lamens;Hard;Berlin;1.515;2.61;;;0.00;0.00;4.32;aucune;1.515;2.61;1.515;2.61;1.4862499999999998;2.5375;0.00;1.93;53;;;;1616.9;1555.2;57.8;52;39.3;43.7;4.1;;117;125;0V1D;;;;-2.09;-2.09;;;
berlin_aoi_ito_vs_petra_marcinko;2026-06-14;Petra Marcinko;Aoi Ito;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1599.6;1586.8;52.8;50.4;42.1;46.3;65.0;;50;218;0V1D;;;;;;;;
berlin_katerina_siniakova_vs_yue_yuan;2026-06-14;Katerina Siniakova;Yue Yuan;Hard;Berlin;1.11;5.5;;;0.00;0.00;8.27;aucune;;;1.11;5.5;;;;;36;;;;1811.1;1626.1;56.6;56.2;44.3;41.8;-34.9;-1.5;32;112;0V1D;;;;;;;;
berlin_alycia_parks_vs_tessa_johanna_brockmann;2026-06-14;Tessa Johanna Brockmann;Alycia Parks;Hard;Berlin;1.2;4.2;;;0.00;0.00;7.14;aucune;;;1.2;4.2;1.1933333333333334;4.1000000000000005;;0.56;65;;;;1362.2;1663.7;60.7;57.1;43.6;40.2;;43.5;282;81;;2V1D;;;;;;;
berlin_magdalena_frech_vs_shuai_zhang;2026-06-14;Magdalena Frech;Shuai Zhang;Hard;Berlin;1.699;2.2;;;0.00;0.00;4.31;aucune;1.699;2.2;1.699;2.2;1.663;2.1700000000000004;0.00;2.16;26;;;;1705.1;1691.2;56.5;55.3;43.2;42.4;-57.1;-27.2;43;64;0V1D;0V1D;;;-6.01;-6.65;;;
berlin_maria_timofeeva_vs_renata_zarazua;2026-06-14;Maria Timofeeva;Renata Zarazua;Hard;Berlin;1.657;2.3;;;0.00;0.00;3.83;aucune;1.657;2.3;1.657;2.3;1.62425;2.225;0.00;2.02;25;;;;1597.2;1643.3;46.4;55.5;35.7;44.2;-8.1;19.4;93;77;;;;;1.28;1.28;;;
berlin_mia_pohankova_vs_rebeka_masarova;2026-06-14;Rebeka Masarova;Mia Pohankova;Hard;Berlin;1.699;2.2;;;0.00;0.00;4.31;aucune;1.699;2.2;1.699;2.2;1.6745;2.1500000000000004;0.00;1.46;37;;;;1682.1;1628.2;61;;37.3;;11.4;;140;280;0V1D;;;;2.23;2.23;;;
berlin_alexandra_eala_vs_donna_vekic;2026-06-15;Donna Vekic;Alexandra Eala;Hard;Berlin;1.79;2;;;0.00;0.00;5.87;aucune;;;1.79;2;;;;;33;;;;1720.3;1812.7;55.1;55.7;41.5;44.9;41.3;-24.5;76;33;;2V1D;;;-2.79;-2.79;;0;oddspapi
berlin_anna_kalinskaya_vs_elina_svitolina;2026-06-15;Elina Svitolina;Anna Kalinskaya;Hard;Berlin;1.44;2.75;;;0.00;0.00;5.81;aucune;;;1.44;2.75;;;;;57;;;;1996.2;1861.2;60.1;57.9;44.4;42.9;20.3;-14.4;8;20;2V1D;0V1D;;;-1.04;-1.04;;1;oddspapi
berlin_madison_keys_vs_xinyu_wang;2026-06-15;Madison Keys;Xinyu Wang;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1900.5;1717.3;59.6;58.4;43.5;42.6;-2.9;;26;;1V1D;;;;0.82;0.82;;1;oddspapi
berlin_coco_gauff_vs_nikola_bartunkova;2026-06-15;Coco Gauff;Nikola Bartunkova;Hard;Berlin;1.14;5.4;;;0.00;0.00;6.24;aucune;;;1.14;5.4;;;;;73;;;;2050;1691.6;57.4;55.9;48.3;43;24.4;29.1;7;61;4V1D;;;;-0.08;-0.08;;;
berlin_elise_mertens_vs_liudmila_samsonova;2026-06-15;Elise Mertens;Liudmila Samsonova;Hard;Berlin;1.4;2.9;;;0.00;0.00;5.91;aucune;;;1.4;2.9;;;;;37;;;;1859.3;1744;61.2;59.7;44.8;42.2;-16.1;-42.5;22;35;2V1D;0V1D;;;-0.14;-0.14;;;
berlin_anastasia_potapova_vs_ekaterina_alexandrova;2026-06-15;Anastasia Potapova;Ekaterina Alexandrova;Hard;Berlin;1.81;1.97;;;0.00;0.00;6.01;aucune;;;1.81;1.97;;;;;26;;;;1808.9;1802.1;55.3;60.1;44.7;44.3;140.1;-75.7;27;17;;1V1D;;;1.15;1.15;;;
berlin_jessica_pegula_vs_r16p6;2026-06-17;Jessica Pegula;R16P6;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;2060.9;;62.1;;44.7;;-31.2;;4;;3V1D;;;;;;;;
berlin_aryna_sabalenka_vs_r16p2;2026-06-17;Aryna Sabalenka;R16P2;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;2211.1;;63.9;;44;;-40.4;;1;;5V0D;;;;;;;;
berlin_amanda_anisimova_vs_r16p11;2026-06-17;R16P11;Amanda Anisimova;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;1889;;60.4;;45.2;;-29.9;;5;;2V1D;;;;;;;
berlin_elena_rybakina_vs_r16p15;2026-06-17;R16P15;Elena Rybakina;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;2136;;65.1;;42.7;;-20.6;;2;;4V1D;;;;;;;
wta_london_donna_vekic_vs_emma_raducanu;2026-06-14;Emma Raducanu;Donna Vekic;Hard;WTA London;1.724;2.23;;;0.00;0.00;2.85;aucune;1.724;2.23;1.724;2.23;1.6846666666666665;2.1999999999999997;0.00;2.33;25;;;;1769.9;1720.3;57.7;55.1;44.8;41.5;-38.5;41.3;42;76;;;;;-3.42;-3.14;;;
wta_nottingham_anna_blinkova_vs_anna_bondar;2026-06-14;Anna Blinkova;Anna Bondar;Hard;WTA Nottingham;1.85;1.85;;;0.00;0.00;8.11;aucune;;;1.85;1.85;;;;;24;;;;1647.6;1668.7;52.4;58.4;43.7;42.2;-33.0;86.1;105;75;1V1D;0V1D;;;7.46;7.67;;;
wta_nottingham_katie_volynets_vs_kimberly_birrell;2026-06-14;Kimberly Birrell;Katie Volynets;Hard;WTA Nottingham;1.78;1.93;;;0.00;0.00;7.99;aucune;;;1.78;1.93;;;;;19;;;;1750.7;1724.1;56.2;53;41.8;43.8;-48.4;-11.8;74;101;0V2D;0V1D;;;-6.10;-5.66;;;
wta_nottingham_sofia_kenin_vs_viktorija_golubic;2026-06-14;Viktorija Golubic;Sofia Kenin;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1700.6;1679.1;55.3;56.5;42.7;38.4;17.2;-21.7;70;103;0V3D;0V1D;;;-6.66;-6.66;;;
wta_nottingham_antonia_ruzic_vs_taylah_preston;2026-06-14;Antonia Ruzic;Taylah Preston;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1717.5;1590.2;56.5;52.4;42.8;49;-38.6;;58;126;0V1D;;;;1.44;1.44;;;
wta_nottingham_alicia_dudeney_vs_himeno_sakatsume;2026-06-14;Himeno Sakatsume;Alicia Dudeney;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1613.1;1377.4;59;;44.8;;7.5;;127;;1V1D;;;;-3.08;-3.08;;;
wta_nottingham_hannah_klugman_vs_zeynep_sonmez;2026-06-14;Zeynep Sonmez;Hannah Klugman;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1709.2;1500.0;54.4;;45;;14.0;;67;511;1V1D;;;;-3.17;-3.17;;;
wta_nottingham_janice_tjen_vs_leylah_fernandez;2026-06-15;Janice Tjen;Leylah Fernandez;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1730.9;1801.6;59.8;60.3;40.6;42;-53.0;20.1;40;23;0V1D;1V1D;;;;;;;
wta_nottingham_emma_navarro_vs_sara_bejlek;2026-06-15;Sara Bejlek;Emma Navarro;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1759.2;1713.8;57;58.1;47.6;43.3;-33.9;68.4;46;25;0V1D;;;;0.00;0.00;;0;
wta_nottingham_maya_joint_vs_yuliia_starodubtseva;2026-06-15;Maya Joint;Yuliia Starodubtseva;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1690;1669.7;55.2;55.6;43.7;44.1;-38.8;126.1;53;57;;2V1D;;;2.00;2.00;;;
wta_nottingham_jaqueline_cristian_vs_tatjana_maria;2026-06-15;Tatjana Maria;Jaqueline Cristian;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1571.2;1795.8;56;56.5;40.7;41.8;49.4;-5.4;52;38;0V1D;2V1D;;;;;;;
wta_nottingham_dayana_yastremska_vs_lois_boisson;2026-06-15;Lois Boisson;Dayana Yastremska;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1576.2;1745;59.8;56.3;43.3;42.4;-28.3;-40.9;155;49;;1V1D;;;0.00;0.00;;;
wta_nottingham_harriet_dart_vs_katie_boulter;2026-06-15;Harriet Dart;Katie Boulter;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;13;;;;1592.1;1787.4;;56.4;;43.8;20.9;-0.8;160;73;1V0D;2V1D;;;0.00;0.00;;;
wta_nottingham_marie_bouzkova_vs_tereza_valentova;2026-06-15;Marie Bouzkova;Tereza Valentova;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1772.9;1820.4;56.3;56.6;46.3;45.5;9.8;-19.9;28;47;2V2D;1V1D;;;0.00;0.00;;1;oddspapi
wta_nottingham_maria_sakkari_vs_qinwen_zheng;2026-06-15;Qinwen Zheng;Maria Sakkari;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1860.1;1809.8;60.2;56.9;42.1;41.6;-25.0;-52.3;122;37;2V1D;0V1D;;;0.00;0.00;;1;oddspapi
wta_nottingham_francesca_jones_vs_talia_gibson;2026-06-15;Talia Gibson;Francesca Jones;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1776.6;1605.2;59.5;53.3;39.8;40.6;-8.5;-8.2;63;98;3V2D;1V1D;;;-0.15;-0.15;;;
wta_nottingham_iva_jovic_vs_karolina_pliskova;2026-06-15;Iva Jovic;Karolina Pliskova;Hard;WTA Nottingham;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1836.2;1807.3;58.7;59.4;45.5;41.4;3.1;82.9;19;106;1V3D;;;;;;;;
wta_s-hertogenbosch_barbora_krejcikova_vs_robin_montgomery;2026-06-14;Barbora Krejcikova;Robin Montgomery;Grass;WTA S-Hertogenbosch;1.374;3.32;;;0.00;0.00;2.90;aucune;1.374;3.32;1.38;3.32;1.3685;3.1675000000000004;0.00;0.40;50;;;;1762.6;1632.9;58.7;48.7;43.8;35.1;-14.5;-24.7;45;484;;;;;1.38;1.38;;;
berlin_lin_zhu_vs_sinja_kraus;2026-06-14;Lin Zhu;Sinja Kraus;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;2;;;;1643.8;1639.2;54.9;54.9;44;41.1;;-39.9;138;92;;0V1D;;;-0.68;-11.64;;1;oddspapi
berlin_diana_shnaider_vs_nikola_bartunkova;2026-06-15;Nikola Bartunkova;Diana Shnaider;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1691.6;1828.1;55.9;58.1;43;42.9;29.1;72.6;61;16;;1V1D;;;0.00;0.00;;1;oddspapi
berlin_coco_gauff_vs_r16p11;2026-06-17;R16P11;Coco Gauff;Hard;Berlin;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;;2050;;57.4;;48.3;;24.4;;7;;4V1D;;;;;;;
atp_halle_martin_landaluce_vs_terence_atmane;2026-06-15;Terence Atmane;Martin Landaluce;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1558.8;1669.1;64.2;64.2;33.8;32.7;82.5;157.8;53;58;;;;;;;;;
atp_halle_daniel_altmaier_vs_nikoloz_basilashvili;2026-06-15;Nikoloz Basilashvili;Daniel Altmaier;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1633.3;1536.3;63.4;62.7;33.1;32.9;24.1;43.4;118;85;;;;;;;;;
atp_halle_alexander_bublik_vs_mattia_bellucci;2026-06-16;Mattia Bellucci;Alexander Bublik;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1624;1829.1;61.2;68.1;34.9;35.1;-8.6;-71.7;78;11;;;;;;;;;
atp_halle_alexei_popyrin_vs_raphael_collignon;2026-06-16;Alexei Popyrin;Raphael Collignon;Grass;ATP Halle;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;6;;;;1623.1;1647.5;66;63.9;33.6;34.9;31.9;50.6;90;51;;;;;;;;;
atp_london_aleksandar_kovacevic_vs_francisco_cerundolo;2026-06-15;Aleksandar Kovacevic;Francisco Cerundolo;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;25;;;;1599.9;1869;66.4;61.6;30.3;40.1;-0.6;8.7;69;27;0V1D;3V1D;;;;;;;
atp_london_alejandro_tabilo_vs_rinky_hijikata;2026-06-15;Rinky Hijikata;Alejandro Tabilo;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1661.4;1761.4;63.1;67;34.8;34.3;-14.4;41.2;106;31;;2V1D;;;;;;;
atp_london_corentin_moutet_vs_giovanni_mpetshi_perricard;2026-06-15;Giovanni Mpetshi Perricard;Corentin Moutet;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;11;;;;1668.9;1752.6;70.3;61.8;26.5;38.8;-22.8;-67.0;93;36;0V1D;1V1D;;;;;;;
atp_london_tommy_paul_vs_zachary_svajda;2026-06-15;Tommy Paul;Zachary Svajda;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;18;;;;1866;1692.7;67.1;63.4;37.5;32.1;10.2;43.8;28;62;3V1D;0V1D;;;;;;;
atp_london_jenson_brooksby_vs_martin_damm_jr;2026-06-15;Jenson Brooksby;Martin Damm Jr;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;;;;;1691.7;1500.0;61.8;;37.5;;-99.5;;73;2071;0V1D;;;;;;;;
atp_london_botic_van_de_zandschulp_vs_harry_wendelken;2026-06-15;Botic Van de Zandschulp;Harry Wendelken;Hard;ATP London;;;0.5000;0.5000;0.00;0.00;0.00;aucune;;;;;;;;;13;;;;1718;1562.1;64.4;;37.5;;15.1;;55;;1V1D;;;;;;;;
